$1;1;;13675;5979;79;5320;0;0;0;0;0;0;0;0;0;327;229;0;46

$1;1;;13675;6033;79;5320;0;0;0;0;0;0;0;0;0;327;232;0;32

$1;1;;13675;6058;79;5320;0;0;0;0;0;0;0;0;0;327;232;1;44

$1;1;;13675;6088;80;5518;0;0;0;0;0;0;0;0;0;327;231;1;41

$1;1;;13675;6113;81;5518;0;0;0;0;0;0;0;0;0;327;231;2;40

$1;1;;13675;6140;81;5518;0;0;0;0;0;0;0;0;0;327;232;2;45

$1;1;;13675;6168;79;5518;0;0;0;0;0;0;0;0;0;327;229;3;43

$1;1;;13675;6186;79;5518;0;0;0;0;0;0;0;0;0;327;232;3;33

$1;1;;13675;6190;79;5606;0;0;0;0;0;0;0;0;0;327;230;3;40

$1;1;;13675;6211;79;5606;0;0;0;0;0;0;0;0;0;327;229;4;45

$1;1;;13675;6219;79;5606;0;0;0;0;0;0;0;0;0;327;229;4;37

$1;1;;13675;6238;79;5606;0;0;0;0;0;0;0;0;0;327;231;5;46

$1;1;;13675;6250;79;5606;0;0;0;0;0;0;0;0;0;327;230;5;33

$1;1;;13675;6256;79;5672;0;0;0;0;0;0;0;0;0;327;232;6;37

$1;1;;13675;6264;80;5672;0;0;0;0;0;0;0;0;0;329;229;6;38

$1;1;;13675;6278;80;5672;0;0;0;0;0;0;0;0;0;329;229;7;42

$1;1;;13675;6282;79;5672;0;0;0;0;0;0;0;0;0;329;231;7;32

$1;1;;13675;6289;79;5672;0;0;0;0;0;0;0;0;0;332;232;8;45

$1;1;;13675;6299;79;5727;0;0;0;0;0;0;0;0;0;329;231;8;36

$1;1;;13675;6300;79;5727;0;0;0;0;0;0;0;0;0;332;231;8;47

$1;1;;13675;6311;80;5727;0;0;0;0;0;0;0;0;0;334;229;9;39

$1;1;;13675;6306;79;5727;0;0;0;0;0;0;0;0;0;334;231;9;46

$1;1;;13675;6317;80;5727;0;0;0;0;0;0;0;0;0;332;231;10;22

$1;1;;13675;6323;80;5738;0;0;0;0;0;0;0;0;0;334;231;10;25

$1;1;;13675;6323;80;5738;0;0;0;0;0;0;0;0;0;334;232;11;27

$1;1;;13675;6322;80;5738;0;0;0;0;0;0;0;0;0;336;231;11;27

$1;1;;13675;6344;79;5738;0;0;0;0;0;0;0;0;0;336;231;12;30

$1;1;;13675;6344;79;5738;0;0;0;0;0;0;0;0;0;336;230;12;31

$1;1;;13675;6343;80;5782;0;0;0;0;0;0;0;0;0;334;231;12;28

$1;1;;13675;6344;79;5782;0;0;0;0;0;0;0;0;0;336;231;13;30

$1;1;;13675;6344;79;5782;0;0;0;0;0;0;0;0;0;336;230;13;31

$1;1;;13675;6348;79;5782;0;0;0;0;0;0;0;0;0;336;232;14;22

$1;1;;13675;6348;79;5782;0;0;0;0;0;0;0;0;0;336;229;14;28

$1;1;;13675;6355;79;5793;0;0;0;0;0;0;0;0;0;336;230;15;25

$1;1;;13675;6345;79;5793;0;0;0;0;0;0;0;0;0;336;230;15;24

$1;1;;13675;6355;79;5793;0;0;0;0;0;0;0;0;0;336;230;16;26

$1;1;;13675;6355;79;5793;0;0;0;0;0;0;0;0;0;336;232;16;24

$1;1;;13668;6359;79;5793;0;0;0;0;0;0;0;0;0;336;231;16;27

$1;1;;13675;6370;79;5815;0;0;0;0;0;0;0;0;0;336;229;17;21

$1;1;;13675;6365;79;5815;0;0;0;0;0;0;0;0;0;336;231;17;24

$1;1;;13675;6366;80;5815;0;0;0;0;0;0;0;0;0;336;231;18;18

$1;1;;13675;6367;80;5815;0;0;0;0;0;0;0;0;0;336;232;18;16

$1;1;;13675;6367;79;5815;0;0;0;0;0;0;0;0;0;336;230;19;21

$1;1;;13675;6373;80;5826;0;0;0;0;0;0;0;0;0;336;232;19;20

$1;1;;13675;6366;80;5826;0;0;0;0;0;0;0;0;0;336;232;20;26

$1;1;;13675;6365;79;5826;0;0;0;0;0;0;0;0;0;336;232;20;31

$1;1;;13668;6376;80;5826;0;0;0;0;0;0;0;0;0;336;230;20;21

$1;1;;13675;6358;79;5826;0;0;0;0;0;0;0;0;0;336;232;21;16

$1;1;;13675;6367;79;5826;0;0;0;0;0;0;0;0;0;336;232;21;28

$1;1;;13675;6369;79;5826;0;0;0;0;0;0;0;0;0;336;231;22;18

$1;1;;13675;6355;80;5826;0;0;0;0;0;0;0;0;0;336;232;22;24

$1;1;;13675;6358;79;5826;0;0;0;0;0;0;0;0;0;336;231;23;17

$1;1;;13675;6377;80;5826;0;0;0;0;0;0;0;0;0;336;231;23;26

$1;1;;13675;6376;80;5826;0;0;0;0;0;0;0;0;0;336;231;24;28

$1;1;;13668;6372;79;5826;0;0;0;0;0;0;0;0;0;336;231;24;18

$1;1;;13675;6370;79;5826;0;0;0;0;0;0;0;0;0;336;231;24;28

$1;1;;13675;6387;79;5826;0;0;0;0;0;0;0;0;0;336;230;25;20

$1;1;;13675;6355;80;5826;0;0;0;0;0;0;0;0;0;336;230;25;29

$1;1;;13675;6377;80;5826;0;0;0;0;0;0;0;0;0;336;232;26;28

$1;1;;13675;6366;80;5826;0;0;0;0;0;0;0;0;0;336;231;26;31

$1;1;;13675;6369;79;5826;0;0;0;0;0;0;0;0;0;336;232;27;20

$1;1;;13675;6383;80;5826;0;0;0;0;0;0;0;0;0;336;231;27;21

$1;1;;13675;6383;80;5826;0;0;0;0;0;0;0;0;0;336;231;28;26

$1;1;;13675;6387;80;5826;0;0;0;0;0;0;0;0;0;336;232;28;29

$1;1;;13675;6370;79;5826;0;0;0;0;0;0;0;0;0;336;231;28;16

$1;1;;13675;6369;79;5826;0;0;0;0;0;0;0;0;0;336;231;29;25

$1;1;;13675;6370;79;5826;0;0;0;0;0;0;0;0;0;336;232;29;18

$1;1;;13675;6374;79;5826;0;0;0;0;0;0;0;0;0;336;231;30;29

$1;1;;13668;6370;79;5826;0;0;0;0;0;0;0;0;0;336;232;30;22

$1;1;;13675;6367;79;5826;0;0;0;0;0;0;0;0;0;336;230;31;31

$1;1;;13675;6363;79;5826;0;0;0;0;0;0;0;0;0;336;232;31;25

$1;1;;13675;6365;79;5826;0;0;0;0;0;0;0;0;0;336;232;32;28

$1;1;;13675;6370;80;5826;0;0;0;0;0;0;0;0;0;336;230;32;28

